Host Team,Away Team,Winner,Margin,Ground,Match Date
Australia,India,Australia,47 runs,Adelaide,"Jan 28-Feb 3, 1978"
Australia,England,England,205 runs,Adelaide,"Jan 27-Feb 1, 1979"
Australia,West Indies,West Indies,408 runs,Adelaide,"Jan 26-30, 1980"
Australia,India,drawn,,Adelaide,"Jan 23-27, 1981"
Australia,West Indies,West Indies,5 wickets,Adelaide,"Jan 30-Feb 3, 1982"
Australia,England,Australia,8 wickets,Adelaide,"Dec 10-15, 1982"
Australia,Pakistan,drawn,,Adelaide,"Dec 9-13, 1983"
Australia,West Indies,West Indies,191 runs,Adelaide,"Dec 7-11, 1984"
Australia,India,drawn,,Adelaide,"Dec 13-17, 1985"
Australia,England,drawn,,Adelaide,"Dec 12-16, 1986"
Australia,New Zealand,drawn,,Adelaide,"Dec 11-15, 1987"
Australia,West Indies,drawn,,Adelaide,"Feb 3-7, 1989"
Australia,Pakistan,drawn,,Adelaide,"Jan 19-23, 1990"
Australia,England,drawn,,Adelaide,"Jan 25-29, 1991"
Australia,India,Australia,38 runs,Adelaide,"Jan 25-29, 1992"
Australia,West Indies,West Indies,1 run,Adelaide,"Jan 23-26, 1993"
Australia,South Africa,Australia,191 runs,Adelaide,"Jan 28-Feb 1, 1994"
Australia,England,England,106 runs,Adelaide,"Jan 26-30, 1995"
Australia,Sri Lanka,Australia,148 runs,Adelaide,"Jan 25-29, 1996"
Australia,West Indies,Australia,inns & 183 runs,Adelaide,"Jan 25-28, 1997"
Australia,South Africa,drawn,,Adelaide,"Jan 30-Feb 3, 1998"
Australia,England,Australia,205 runs,Adelaide,"Dec 11-15, 1998"
Australia,India,Australia,285 runs,Adelaide,"Dec 10-14, 1999"
Australia,West Indies,Australia,5 wickets,Adelaide,"Dec 15-19, 2000"
Australia,South Africa,Australia,246 runs,Adelaide,"Dec 14-18, 2001"
Australia,England,Australia,inns & 51 runs,Adelaide,"Nov 21-24, 2002"
Australia,India,India,4 wickets,Adelaide,"Dec 12-16, 2003"
Australia,New Zealand,Australia,213 runs,Adelaide,"Nov 26-30, 2004"
Australia,West Indies,Australia,7 wickets,Adelaide,"Nov 25-29, 2005"
Australia,England,Australia,6 wickets,Adelaide,"Dec 1-5, 2006"
Australia,India,drawn,,Adelaide,"Jan 24-28, 2008"
Australia,New Zealand,Australia,inns & 62 runs,Adelaide,"Nov 28-Dec 1, 2008"
Australia,West Indies,drawn,,Adelaide,"Dec 4-8, 2009"
Australia,England,England,inns & 71 runs,Adelaide,"Dec 3-7, 2010"
Australia,India,Australia,298 runs,Adelaide,"Jan 24-28, 2012"
Australia,South Africa,drawn,,Adelaide,"Nov 22-26, 2012"
Australia,England,Australia,218 runs,Adelaide,"Dec 5-9, 2013"
Australia,India,Australia,48 runs,Adelaide,"Dec 9-13, 2014"
Australia,New Zealand,Australia,3 wickets,Adelaide,"Nov 27-29, 2015"
Australia,South Africa,Australia,7 wickets,Adelaide,"Nov 24-27, 2016"
Australia,England,Australia,120 runs,Adelaide,"Dec 2-6, 2017"
Australia,India,India,31 runs,Adelaide,"Dec 6-10, 2018"
Australia,Pakistan,Australia,inns & 48 runs,Adelaide,"Nov 29-Dec 2, 2019"
Australia,India,Australia,8 wickets,Adelaide,"Dec 17-19, 2020"
Australia,England,Australia,275 runs,Adelaide,"Dec 16-20, 2021"
